part_name,part_id,mpn_id,part_price,install_difficulty,install_time,symptoms,appliance_types,replace_parts,brand,availability,in_stock,install_video_url,product_url,appliance_type,description,compatible_models,image_url,rating,review_count
Crosley Refrigerator Condenser Fan Motor,PS3501052,242018301,106.99,Really Easy,15 - 30 mins,Noisy | Fridge too warm | Fridge and Freezer are too warm,Refrigerator | Freezer,"AP5272397,  242018304,  297279502",Frigidaire,In Stock,1,,https://www.partselect.com/PS3501052-Frigidaire-242018301-Condenser-Fan-Motor.htm,refrigerator,"Condenser Fan Motor Specifications This condenser fan motor is a genuine replacement part designed for select refrigerator models. It drives the fan blade to circulate air across the condenser coils, helping cool the refrigerant and maintain optimal temperatures in both the freezer and fresh food compartments. Proper airflow is essential for efficient cooling, and a faulty motor may result in poor performance, excessive noise, or temperature fluctuations. This OEM component is compatible with various models and replaces several part numbers. Sold individually.",20462151B | 25360002410 | 25360002412 | 25360002413 | 25360002414 | 25360002415 | 25360002610 | 25360022410 | 25360022412 | 25360022413 | 25360022610 | 25360022611 | 25360022612 | 25360082416 | 25360082417 | 25360083416 | 25360083417 | 25360085614 | 25360087712 | 25360089416 | 25360089417 | 25360302410 | 25360302412 | 25360302413 | 25360302414 | 25360302415 | 25360302610 | 25360302611 | 25360302612 | 25360302613,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/3501052-1-M-Frigidaire-242018301-Condenser-Fan-Motor.jpg,5.0,3
Crosley Refrigerator Evaporator Fan Motor (115v),PS3502361,297309000,59.47,Really Easy,15 - 30 mins,Noisy | Too warm | Fridge too warm | Won’t start | Frost buildup,Freezer | Refrigerator,"216914200,  216934100,  297250000,  5304442624,  7216914200,  7216934100,  7297250000",Frigidaire,In Stock,1,https://www.youtube.com/watch?v=z6o1xml52Bw,https://www.partselect.com/PS3502361-Frigidaire-297309000-Evaporator-Fan-Motor-115v.htm,refrigerator,"Evaporator Fan Motor (115v) Specifications This evaporator fan motor is 115V. If you notice that your freezer is noisy or is too warm, you may need to replace the evaporator fan motor. This package comes with the evaporator fan motor itself, as well as a wire harness. The evaporator fan motor is in the back of the freezer, so you will need to remove your freezer shelves and the back panel before you can access it. The function of the evaporator fan motor is to circulate air over the coils. The coils convert the heat into cool air, which is then circulated. Be sure to remove the power source from the freezer before you begin this repair.",25314772100 | 25314772101 | 25314772102 | 25314772103 | 25316562100 | 25316562101 | 25316572100 | 25316572101 | 25322040510 | 25322042410 | 25322042411 | 25322042412 | 25322052610 | 25322052611 | 25322442410 | 25322442411 | 25322442412 | 25322442413 | 25322442414 | 25322442415 | 25322442416 | 25322742410 | 25322742411 | 25322742412 | 25323024102 | 25323024103 | 25323024104 | 25323082102 | 25323082103 | 25323082104,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/3502361-1-M-Frigidaire-297309000-Evaporator-Fan-Motor-115v.jpg,5.0,10
Crosley Refrigerator Evaporator Fan Motor Kit - 120v 60hz,PS3419839,5303918549,61.55,Easy,30 - 60 mins,Fridge too warm | Noisy | Freezer section too warm | Fridge and Freezer are too warm | Too warm | Will Not Start,Refrigerator,"AP4700070,  1637660,  5303918549,  240315801,  240315802,  240315803,  240369701,  240369702,  241537301,  5304445861",Frigidaire,In Stock,1,https://www.youtube.com/watch?v=ngF89wL67ko,https://www.partselect.com/PS3419839-Frigidaire-5303918549-Evaporator-Fan-Motor-Kit-120V-60Hz.htm,refrigerator,"Evaporator Fan Motor Kit - 120V 60Hz Specifications The evaporator fan motor (Motor Evaporator Fan, Evaporator Fan Motor Kit, Evaporator Fan Motor, Refrigerator Evaporator Fan Motor) circulates air through the food compartment for efficient cooling in refrigerators. The evaporator fan motor can squeal as its bearing dries out. The motor bearings can totally seize, preventing any movement. The motor coil can also burn out, preventing any fan movement. If this motor fails, the refrigerator compartment will warm up and eventually the freezer will reduce cooling as well. Excessive frost can build up on the evaporator coil due to lack of air movement. The motor can make a squealing noise when it is beginning to fail or will not operate at all when powered, and this is a sign it should be replaced. The evaporator is located in the rear of the freezer compartment. This part measures 2-1/2 inches wide by 3 inches tall by 1 inch thick, at its widest point. It is constructed of plastic and metal, and comes in black/silver. This kit includes the evaporator fan motor and harness.",25331113300 | 25331113302 | 25331113304 | 25331113308 | 2533111330A | 2533111330B | 2533111330C | 2533111330D | 2533111330E | 2533111330F | 2533111330G | 25331115300 | 25331115302 | 25331115304 | 25331115308 | 2533111530A | 2533111530B | 2533111530C | 2533111530D | 2533111530E | 2533111530F | 2533111530G | 25331123300 | 25331123302 | 25331125300 | 25331125302 | 25331133300 | 25331133302 | 25331133303 | 25331133306,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/3419839-1-M-Frigidaire-5303918549-Evaporator-Fan-Motor-Kit-120V-60Hz.jpg,4.3,29
Crosley Refrigerator Evaporator Fan Motor,PS11749890,WPW10189703,53.2,Easy,30 - 60 mins,Fridge too warm | Noisy | Freezer section too warm | Fridge and Freezer are too warm | Freezer not defrosting | Will Not Start | Too warm,Refrigerator,"AP6016598,  10449505,  10449506,  2188848,  2197381,  2197443,  2201213,  2201913,  2214986,  2219647,  2219660,  2221893,  2262070,  2319208,  4389146,  8170682,  W10189703,  W10208121,  WPW10189703VP",Whirlpool,In Stock,1,https://www.youtube.com/watch?v=KnTEmGy_cB8,https://www.partselect.com/PS11749890-Whirlpool-WPW10189703-Refrigerator-Evaporator-Fan-Motor.htm,refrigerator,"Refrigerator Evaporator Fan Motor Specifications This is a 60 Hertz, 120-volt evaporator fan motor for your refrigerator. This part is located in the back of the freezer, and circulates air over the refrigerator coils. These coils will convert the heat into cool air, which is then circulated. The most common reason for needing to replace the motor is if the temperature in your freezer and fridge are inconsistent, or there is no air circulating at all. You will need a quarter inch nut driver and a pair of needle nose pliers for this repair. Note: This motor uses 2 brackets, which are sold separately.",10639420990 | 10639422990 | 10639424990 | 10639427990 | 10639430990 | 10639432990 | 10639434990 | 10639437990 | 10660232902 | 10660232903 | 10660233902 | 10660233903 | 10660234902 | 10660234903 | 10660239902 | 10660239903 | 10660832102 | 10660834102 | 10660842102 | 10660844102 | 10661102110 | 10661103110 | 10661104110 | 10661109110 | 10661182101 | 10661182900 | 10661182901 | 10661184101 | 10661184900 | 10661184901,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11749890-1-M-Whirlpool-WPW10189703-Refrigerator-Evaporator-Fan-Motor.jpg,4.7,31
Crosley Refrigerator Condenser Fan Motor Kit,PS1957416,W10124096,82.05,Easy,15 - 30 mins,Noisy | Fridge too warm | Freezer section too warm | Fridge and Freezer are too warm | Clicking sound | Will Not Start | Fridge runs too long | Leaking,Refrigerator | Ice Maker | Freezer,"AP4318657,  1378525,  W10124096,  2188538,  2188727,  2188728,  2188729,  2188732,  2188891,  2206005,  2315538,  2315558,  W10124096,  W10124096VP,  W10130108,  W10204250,  W10509333,  W10861645",Whirlpool,In Stock,1,https://www.youtube.com/watch?v=aNGREOkX_8w,https://www.partselect.com/PS1957416-Whirlpool-W10124096-Condenser-Fan-Motor-Kit.htm,refrigerator,"Condenser Fan Motor Kit Specifications This condenser fan motor kit includes a motor, fan blade, wire harness, and screws. Used in a refrigerator, the condenser fan motor moves the condenser fan blade to direct and move air across the condenser coil. Please note: The manufacturer has changed the appearance of the product from the original. The kit still functions the same as the original part. It is an OEM factory replacement. Make sure to unplug the refrigerator from the power source and wear gloves to protect your hands. Also, a helpful tip is to store food to prevent deterioration when the power is off.",10640212010 | 10641522500 | 10641523500 | 10641524500 | 10641529500 | 10642102300 | 10642102301 | 10642104300 | 10642106300 | 10642106301 | 10644022600 | 10644022601 | 10644022602 | 10644022603 | 10644023600 | 10644023601 | 10644023602 | 10644023603 | 10644024600 | 10644029600 | 10644029601 | 10644029602 | 10644029603 | 10644032600 | 10644032601 | 10644032602 | 10644032603 | 10644033600 | 10644033601 | 10644033602,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/1957416-1-M-Whirlpool-W10124096-Condenser-Fan-Motor-Kit.jpg,4.8,51
Crosley Refrigerator Condenser Fan Motor Kit,PS11766772,5303918774,124.98,Easy,30 - 60 mins,Noisy | Fridge too warm | Fridge and Freezer are too warm | Freezer section too warm,Refrigerator | Freezer,"AP6034262,  240334001,  240334003,  240334004,  240397101,  240453600,  240453601,  240525401,  240525402,  241681101,  241712101,  241879301,  241879302,  241885813,  241935601,  241935602,  5303918635,  5303918745,  5304479002,  5304491362 ... Show more , 5304493894 Show less",Frigidaire,In Stock,1,https://www.youtube.com/watch?v=k_YluLoCbfE,https://www.partselect.com/PS11766772-Frigidaire-5303918774-Refrigerator-Condenser-Fan-Motor-Kit.htm,refrigerator,"Refrigerator Condenser Fan Motor Kit Specifications This is a replacement condenser fan motor kit for your refrigerator. This six-piece kit contains foam tape, 2 screws, the fan blade, the new motor mounting bracket, and the condenser fan motor. The condenser fan motor is found in the back of the refrigerator, and it moves air across the compressor and the condenser to keep them cool. If the motor has failed, the condenser and the compressor will run hot, and this can cause the refrigerator not to cool. This is an OEM part from the manufacturer.",25331113300 | 25331113302 | 25331113304 | 25331113308 | 2533111330A | 2533111330B | 2533111330C | 2533111330D | 2533111330E | 2533111330F | 2533111330G | 2533111330H | 2533111330J | 2533111330K | 2533111330L | 25331115300 | 25331115302 | 25331115304 | 25331115308 | 2533111530A | 2533111530B | 2533111530C | 2533111530D | 2533111530E | 2533111530F | 2533111530G | 2533111530H | 2533111530J | 2533111530K | 2533111530L,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11766772-1-M-Frigidaire-5303918774-Refrigerator-Condenser-Fan-Motor-Kit.jpg,4.3,16
Crosley Refrigerator Evaporator Fan Motor - 120v 60hz,PS557957,4389144,65.73,Easy,15 - 30 mins,Noisy | Fridge too warm | Freezer section too warm | Fridge and Freezer are too warm | Too warm,Refrigerator,"AP3137520,  921541,  4389144,  2149299,  2162404,  2188303,  4389144,  4389144VP,  W10131845,  W10312647",Whirlpool,In Stock,1,https://www.youtube.com/watch?v=_-g2OKp40AU,https://www.partselect.com/PS557957-Whirlpool-4389144-Evaporator-Fan-Motor-120V-60Hz.htm,refrigerator,"Evaporator Fan Motor - 120V 60Hz Specifications This part is located in the back of the freezer, and circulates air over the refrigerator coils. These coils will convert the heat into cool air, which is then circulated. Fan blade not included.",10640212010 | 10640212011 | 10640263010 | 10640263011 | 10640269010 | 10640563010 | 10640563011 | 10641012100 | 10641012101 | 10641012104 | 10641014100 | 10641014101 | 10641014104 | 10641122210 | 10641122211 | 10641122212 | 10641122213 | 10641123210 | 10641123211 | 10641123212 | 10641124210 | 10641129210 | 10641129211 | 10641129212 | 10641129213 | 10641212100 | 10641212101 | 10641214100 | 10641214101 | 10641262800,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/557957-1-M-Whirlpool-4389144-Evaporator-Fan-Motor-120V-60Hz.jpg,4.4,26
Crosley Refrigerator Defrost Thermostat Kit,PS469522,5303918214,37.91,Easy,30 - 60 mins,Fridge too cold | Fridge too warm | Freezer section too warm | Freezer not defrosting | Fridge and Freezer are too warm | Frost buildup | Too warm | Freezer too cold | Fridge runs too long | Doesn’t stop running | Noisy | Leaking,Refrigerator,"AP2150145,  892545,  5303918214,  75303918214",Frigidaire,In Stock,1,https://www.youtube.com/watch?v=Ef49Jm7MltY,https://www.partselect.com/PS469522-Frigidaire-5303918214-Defrost-Thermostat-Kit.htm,refrigerator,"Defrost Thermostat Kit Specifications If you find that there is excessive frost in your freezer, or the freezer will not defrost, you may need to replace the defrost thermostat. The defrost thermostat kit comes with the clip, leads, and one heat shrink. To access the defrost thermostat for this repair, you will need to remove your freezer shelves, as well as the back panel of your freezer. To complete this repair, you will need a 1/4-inch nut driver, a set of wire strippers and crimpers, and a heat gun or blow dryer. Before you begin this repair, be sure to disconnect the power source from the appliance.",25344302400 | 25344302401 | 25344303400 | 25344303401 | 25344303402 | 25344303403 | 25344304400 | 25344304401 | 25344309400 | 25344309401 | 25344333600 | 25344333601 | 25344333602 | 25344333603 | 25344333604 | 25344333605 | 25344333606 | 25344333607 | 25344333608 | 25344333609 | 2534433360A | 25344352400 | 25344352401 | 25344352403 | 25344352404 | 25344352405 | 25344352406 | 25344352407 | 25344352408 | 25344352409,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/469522-1-M-Frigidaire-5303918214-Defrost-Thermostat-Kit.jpg,4.3,27
Crosley Refrigerator Damper Control Assembly,PS8746718,242303001,109.51,Really Easy,30 - 60 mins,Fridge too warm | Fridge too cold,Refrigerator,AP5788340,Frigidaire,In Stock,1,,https://www.partselect.com/PS8746718-Frigidaire-242303001-Damper-Control-Assembly.htm,refrigerator,"Damper Control Assembly Specifications This authentic OEM damper control assembly is designed to be compatible with refrigerators. The assembly regulates the airflow between the freezer and refrigerator compartments. When the refrigerator needs to cool down, the damper receives signals from the thermostat or control board to open and allows more cold air from the freezer to enter the refrigerator compartment. When the desired temperature is reached, the damper closes to restrict airflow. If the damper assembly is faulty or damaged, your fridge will be unable to maintain the desired temperature levels. It may be either too warm leading to food spoilage or too cold leading to frost buildup.",CRSE263TB0 | CRSE263TD0 | CRSE263TS0 | CRSE263TW0 | CRSH232PB3 | CRSH232PB5 | CRSH232PB6 | CRSH232PB7A | CRSH232PB8A | CRSH232PB9A | CRSH232PBBA | CRSH232PBEA | CRSH232PBFA | CRSH232PBHA | CRSH232PS3 | CRSH232PS4 | CRSH232PS5A | CRSH232PS6A | CRSH232PS7A | CRSH232PS9A | CRSH232PSCA | CRSH232PW3 | CRSH232PW5 | CRSH232PW6 | CRSH232PW7A | CRSH232PW8A | CRSH232PW9A | CRSH232PWAA | CRSH232PWBA | CRSH232PWCA,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/8746718-1-M-Frigidaire-242303001-Damper-Control-Assembly.jpg,4.7,17
Crosley Refrigerator Bimetal Defrost Thermostat,PS11750673,WPW10225581,34.74,Easy,1- 2 hours,Fridge too warm | Freezer not defrosting | Freezer section too warm | Fridge and Freezer are too warm | Fridge too cold | Frost buildup | Freezer too cold | Too warm | Fridge runs too long | Leaking | Will Not Start,Refrigerator,"AP6017375,  2149849,  2161331,  2176066,  2188824,  2196155,  2266066,  2266067,  2315504,  2317087,  2319914,  2321799,  2321802,  4387498,  W10225581,  W10260437,  WPW10225581VP",Whirlpool,In Stock,1,https://www.youtube.com/watch?v=hSfVbaX4rdQ,https://www.partselect.com/PS11750673-Whirlpool-WPW10225581-Refrigerator-Bimetal-Defrost-Thermostat.htm,refrigerator,"Refrigerator Bimetal Defrost Thermostat Specifications If you have ice building up in your freezer, or if your freezer is getting too warm during the defrost cycle you may need to replace the bi-metal defrost thermostat. The function of the defrost bi-metal thermostat is to clip onto the evaporator and protect your evaporator from overheating during the defrost cycle. If your refrigerator does not defrost properly you can test both the thermostat and the heater to figure out which part is at fault. For this repair, you will need a Phillips screwdriver, a 1/4 inch nut driver, a flat blade screwdriver, a pair of wire strippers, a roll of electrical tape, and a few butt splice connectors.",10632842010 | 10632852010 | 10632852011 | 10632853010 | 10632853011 | 10632862010 | 10632862011 | 10632863010 | 10632863011 | 10632872010 | 10632873010 | 10632882010 | 10632883010 | 10632889010 | 10640212010 | 10640212011 | 10640262010 | 10640263010 | 10640263011 | 10640269010 | 10640562010 | 10640563010 | 10640563011 | 10640569010 | 10640569011 | 10641012100 | 10641012101 | 10641012104 | 10641014100 | 10641014101,https://partselectcom-gtcdcddbene3cpes.z01.azurefd.net/11750673-1-M-Whirlpool-WPW10225581-Refrigerator-Bimetal-Defrost-Thermostat.jpg,4.7,30
